A 马列主义、毛泽东思想、邓小平理论
				J525.1 室内陈设
				J525.2 橱窗
				J525.3 家具
				J525.9 其他
			J526 金属工艺美术
				J526.1 金属器物
				J526.2 景泰蓝
				J526.3 珐琅
				J526.4 像章
				J526.5 徽章
				J526.6 纪念币
				J526.9 其他
			J527 陶瓷、漆器
				J527.1 搪瓷
				J527.2 料器
				J527.3 玻璃
				J527.4 琉璃
				J527.9 其他
			J528 民间工艺美术
				J528.1 剪纸、刻纸
				J528.2 折纸、扎纸、绒绢
				J528.3 木偶、皮影、假面具、脸谱、人形工艺美术
				J528.4 面塑工艺美术
				J528.5 木、竹、棕、草编织
				J528.6 风筝
				J528.7 灯彩
			J529 其他工艺美术
		J53 各国工艺美术
		J59 建筑艺术
	J6 音乐
		J6-61 音乐词典
		J60 音乐理论
			J60-02 音乐的哲学基础
			J60-05 音乐与其他科学的关系
			J601 音乐美学
			J602 音乐理论基本问题
			J603 音乐工作者
			J604 音乐创作方法和经验
				J604.6 音乐表演学
			J605 音乐评论、欣赏
			J607 民族音乐研究
			J608 宗教音乐研究
			J609 音乐史
				J609.1 世界
				J609.2 中国
				J609.9 音乐流派及其研究
		J61 音乐技术理论与方法
			J611 音乐物理学、音乐生理学
				J611.1 音乐物理学
				J611.2 音乐生理学
			J612 乐律学
				J612.1 中国
				J612.2 外国
			J613 基本乐科
				J613.1 视唱练耳
				J613.2 读谱法、记谱法
				J613.4 谱系研究
				J613.6 音阶、调式
				J613.7 节奏学
			J614 作曲理论
				J614.1 和声学
				J614.2 对位（复调）
				J614.3 曲式学
				J614.4 配器法（管弦乐法）
				J614.5 作曲法
				J614.6 旋律学
				J614.7 伴奏写法
				J614.8 其他作曲理论
				J614.9 作词法（音乐法）
					J614.91 歌曲
					J614.92 歌剧
					J614.93 戏曲
					J614.94 说唱
			J615 指挥
				J615.1 合唱指挥
				J615.2 乐队指挥
				J615.3 总谱读法
				J615.4 歌剧指挥
			J616 声乐理论
				J616.1 发声法
				J616.2 歌唱法
			J617 戏剧音乐理论
				J617.1 京剧音乐
					J617.12 声腔体系与结构
					J617.13 声乐
					J617.14 乐队和器乐
					J617.16 曲谱研究
				J617.2 歌剧、歌舞剧音乐
				J617.3 舞剧音乐
				J617.4 话剧音乐
				J617.5 地方戏曲音乐
				J617.6 电影、电视、广播音乐
				J617.8 杂技音乐
				J617.9 其他
			J618 舞蹈音乐理论
				J618.9 其他音乐技术理论
			J619 音乐工艺学
				J619.1 音乐的录音与复制
				J619.3 音响设备与利用
		J62 器乐理论与演奏法
			J621 管乐理论和演奏法
				J621.1 长笛、短笛、竖笛
				J621.2 萨克斯管
				J621.3 双簧管、英国管
				J621.4 单簧管（克拉管、黑管）
				J621.5 大管（巴松）
				J621.6 小号、短号
				J621.7 长号、大号
				J621.8 圆号（法国号）
				J621.9 其他管乐
			J622 弓弦乐理论和演奏法
				J622.1 小提琴
				J622.2 中音提琴
				J622.3 大提琴
				J622.4 低音提琴（倍大提琴）
				J622.9 其他弓弦乐
			J623 弹拨乐理论和演奏法
				J623.1 竖琴
				J623.2 六弦琴（吉他）
				J623.3 琉特琴
				J623.4 曼陀林
				J623.5 独弦琴（瓢琴）
				J623.9 其他弹拨乐
			J624 键盘、簧乐理论和演奏法
				J624.1 钢琴
				J624.2 风琴、管风琴
				J624.3 手风琴
				J624.4 口琴
				J624.5 古钢琴、羽管键琴
				J624.9 其他键盘、簧乐
			J625 打击乐理论和演奏法
				J625.1 木琴
				J625.2 钢片琴
				J625.3 钟琴
				J625.4 定音鼓
				J625.5 小鼓、大鼓
				J625.6 打击乐组
				J625.9 其他打击乐
			J627 器乐合奏理论和演奏法
				J627.0 室内乐演奏理论
			J628 电子乐器
				J628.1 电子琴（电风琴）
				J628.2 电子音响合成器
				J628.9 其他电子乐器
		J63 民族器乐理论和演奏法
			J632 中国民族器乐
				J632.1 吹奏乐理论和演奏法
					J632.11 笛子
					J632.12 笙
					J632.13 箫
					J632.14 唢呐
					J632.15 管子（头管）
					J632.19 其他吹奏乐
				J632.2 弓弦乐理论和演奏法
					J632.21 二胡、高胡
					J632.22 板胡
					J632.23 四胡
					J632.24 京胡
					J632.25 坠胡
					J632.26 马头琴
					J632.29 其他弓弦乐
				J632.3 弹拨乐理论和演奏法
					J632.31 古琴（七弦琴）、瑟
					J632.32 古筝
					J632.33 琵琶
					J632.34 三弦
					J632.35 月琴
					J632.36 冬不拉
					J632.37 柳琴
					J632.39 其他弹拨乐
				J632.5 打击乐理论和演奏法
					J632.51 扬琴
					J632.52 锣、鼓
					J632.59 其他打击乐
				J632.6 民族器乐合奏乐理论和演奏法
					J632.60 室内乐演奏理论
					J632.61 管弦乐合奏
					J632.62 吹打乐合奏
				J632.7 地方音乐器乐合奏理论和演奏法
			J639 其他
		J64 中国音乐作品
			J641 音乐作品综合集
			J642 歌曲(综合性歌曲集)
				J642.0 国歌
				J642.1 群众歌曲
				J642.2 民族歌曲、地方歌曲
					J642.21 各族民歌
					J642.22 各地方民歌
				J642.3 练声曲
					J642.31 高音
					J642.32 中音
					J642.33 低音
				J642.4 戏剧电影歌曲
					J642.41 戏剧歌曲
					J642.42 歌舞剧歌曲
					J642.43 电影、电视剧、广播剧歌曲
				J642.5 艺术歌曲
					J642.51 独唱曲
					J642.52 重唱曲
					J642.53 合唱曲
					J642.54 多形式套曲
					J642.59 其他
				J642.6 儿童歌曲
					J642.61 独唱
					J642.62 重唱
					J642.63 合唱
					J642.69 其他
				J642.7 古代歌曲
				J642.8 宗教歌曲
				J642.9 其他
			J643 戏剧音乐、配乐音乐曲谱
				J643.1 京剧音乐
				J643.2 歌剧、歌舞剧音乐
				J643.3 舞剧音乐
				J643.4 话剧配乐
				J643.5 地方剧音乐
				J643.6 电影配乐、广播配乐、电视配乐
				J643.7 杂剧配乐
				J643.8 杂技配乐
				J643.9 其他
			J644 曲艺音乐乐曲
			J645 舞蹈乐曲
				J645.1 集体舞曲
				J645.2 民族舞曲
				J645.3 儿童舞曲
				J645.4 古典舞曲
				J645.5 现代舞曲
				J645.6 芭蕾舞曲
				J645.8 交际舞曲
			J647 器乐曲
				J647.1 管乐曲
					J647.11 长笛、短笛、竖笛乐曲
					J647.12 萨克管乐曲
					J647.13 双簧管、英国管乐曲
					J647.14 单簧管乐曲
					J647.15 大管乐曲
					J647.16 小号、短号乐曲
					J647.17 长号、大号乐曲
					J647.18 圆号乐曲
					J647.19 其他管乐曲
				J647.2 弓弦乐曲
					J647.21 小提琴乐曲
					J647.22 中音提琴乐曲
					J647.23 大提琴乐曲
					J647.24 低音提琴乐曲
					J647.29 其他弓弦乐曲
				J647.3 弹拨乐曲
					J647.31 竖琴乐曲
					J647.32 六弦琴（吉他）乐曲
					J647.33 琉特琴乐曲
					J647.34 曼陀林乐曲
					J647.39 其他弹拨乐曲
				J647.4 键盘、簧乐曲
					J647.41 钢琴乐曲
					J647.42 风琴、管风琴乐曲
					J647.43 手风琴乐曲
					J647.44 口琴乐曲
					J647.45 古钢琴、羽管键琴乐曲
					J647.49 其他键盘、簧乐曲
				J647.5 打击乐曲
					J647.51 木琴乐曲
					J647.52 钢片琴乐曲
					J647.53 钟琴乐曲
					J647.54 定音鼓乐曲
					J647.55 小鼓、大鼓乐曲
					J647.56 打击乐组乐曲
					J647.59 其他打击乐曲
				J647.6 器乐合奏曲
					J647.61 管弦乐合奏曲
					J647.62 协奏曲
					J647.63 重奏与乐队曲
					J647.64 重奏乐曲
					J647.65 管乐合奏曲
					J647.66 弦乐合奏曲
					J647.67 弹拨乐合奏曲
					J647.68 键盘、簧乐合奏曲
						J647.689 打击乐合奏曲
					J647.69 其他合奏曲
				J647.7 电子乐曲
					J647.71 电子琴乐曲
					J647.72 电子音响合成器乐曲
					J647.79 其他电子乐曲
			J648 民族器乐曲
				J648.1 吹奏乐曲
					J648.11 笛乐曲
					J648.12 笙乐曲
					J648.13 箫乐曲
					J648.14 唢呐乐曲
					J648.15 管子（头管）乐曲
					J648.19 其他吹奏乐曲
				J648.2 弓弦乐曲
					J648.21 二胡乐曲、高胡乐曲
					J648.22 板胡乐曲
					J648.23 四胡乐曲
					J648.24 京胡乐曲
					J648.25 坠胡乐曲
					J648.26 马头琴乐曲
					J648.29 其他弓弦乐曲
				J648.3 弹拨乐曲
					J648.31 古琴乐曲
					J648.32 古筝乐曲
					J648.33 琵琶乐曲
					J648.34 三弦乐曲
					J648.35 月琴乐曲
					J648.36 冬不拉乐曲
					J648.37 柳琴乐曲
					J648.39 其他弹拨乐曲
				J648.5 打击乐曲
					J648.51 扬琴乐曲
					J648.52 锣鼓乐曲
					J648.53 钟、磬乐曲
					J648.59 其他打击乐曲
				J648.6 器乐合奏曲
					J648.61 管弦乐合奏曲
					J648.62 吹打乐合奏曲
					J648.63 重奏与乐队乐曲
					J648.64 重奏乐曲
					J648.66 丝竹乐
					J648.68 轻音乐
					J648.69 其他合奏乐曲
				J648.7 地方性器乐曲
			J649 其他音乐曲
		J65 各国音乐作品
			J651 音乐作品综合集
			J652 歌曲
				J652.0 国际歌、国歌
				J652.1 群众歌曲
				J652.2 民歌曲
				J652.3 练声曲
				J652.4 戏剧、电影歌曲
				J652.5 艺术歌曲
				J652.6 儿童歌曲
				J652.7 古代歌曲
				J652.8 宗教歌曲
				J652.9 其他
			J653 戏剧乐曲、配乐音乐乐曲
			J654 说唱乐曲
			J655 舞蹈乐曲
				J655.1 集体舞曲
				J655.2 各国民族舞曲、土风舞曲
				J655.3 儿童舞曲
				J655.4 古典舞曲
				J655.5 现代舞曲
				J655.6 芭蕾舞曲
				J655.8 交际舞曲
			J657 器乐曲
			J658 民族器乐曲
			J659 其他音乐曲
		J69 音乐事业
	J7 舞蹈
		J70 舞蹈理论
			J70-02 舞蹈艺术的哲学基础
			J70-05 舞蹈艺术与其他科学的关系
			J701 舞蹈美学
			J702 舞蹈艺术理论的基本问题
			J703 舞蹈工作者
			J704 舞蹈艺术创作方法
			J705 舞蹈评论、欣赏
			J706 舞蹈造型艺术理论
			J709 舞蹈艺术史
				J709.9 舞蹈流派及其研究
		J71 舞蹈技术和方法
			J711 编导学
				J711.1 编舞导演人员
				J711.2 编导基本技术
				J711.3 编舞法
			J712 表演学
				J712.1 舞蹈演员
				J712.2 演员训练
				J712.3 舞蹈排练
			J714 舞台美术、舞台技术
				J714.1 舞台设计
				J714.2 布景、道具
				J714.4 灯光
				J714.5 音响、效果
			J717 化装、服装、服饰
		J72 中国舞蹈、舞剧
			J721 舞蹈图谱
				J721.1 古代
				J721.7 现代
			J722 舞蹈
				J722.1 集体舞蹈
				J722.2 民间舞蹈、民族舞蹈
					J722.21 民间舞蹈
					J722.22 民族舞蹈
					J722.29 其他
				J722.3 儿童舞蹈
				J722.4 古典舞蹈
				J722.5 芭蕾舞蹈
				J722.6 现代舞
				J722.7 歌舞
				J722.8 交际舞（交谊舞）
				J722.9 其他
			J723 各种舞剧
				J723.1 民族舞剧
				J723.3 儿童舞剧
				J723.4 芭蕾舞剧
					J723.42 古典
					J723.47 现代
				J723.9 其他
		J73 各国舞蹈、舞剧
			J731 舞蹈图谱
			J732 各种舞蹈
				J732.1 集体舞
				J732.2 民族、民间舞蹈
				J732.3 儿童舞蹈
				J732.4 古典舞蹈
				J732.5 芭蕾舞
				J732.6 现代舞
				J732.7 歌舞
				J732.8 交际舞（交谊舞）
				J732.9 其他
			J733 各种舞剧
				J733.1 民族舞剧
				J733.3 儿童舞剧
				J733.4 芭蕾舞剧
					J733.42 古典
					J733.47 现代
				J733.9 其他
		J79 舞蹈事业
			J791 世界
				J791.3 舞蹈组织、机构
				J791.4 舞蹈演出
				J791.7 舞蹈比赛、舞蹈节
			J792 中国
				J792.3 舞蹈组织、机构
				J792.4 舞蹈团和演出
					J792.49 海报、节目单
				J792.6 舞蹈对外交流
					J792.63 访问演出
				J792.7 舞蹈比赛
	J8 戏剧艺术
		J80 戏剧艺术理论
			J80-02 戏剧艺术的哲学基础
			J80-05 戏剧艺术与其他科学的关系
			J801 戏剧美学
			J802 戏剧艺术理论基本问题
				J802.1 民族化、大众化
				J802.2 戏剧艺术与现实生活
				J802.3 普及与提高
				J802.4 内容与形式
				J802.6 民族遗产的批判继承
			J803 戏剧工作者
			J804 戏剧艺术创作方法
			J805 戏剧评论、欣赏
			J806 戏剧造型艺术理论
			J809 戏剧艺术史
				J809.9 戏剧艺术流派及其研究
		J81 舞台艺术
			J811 导演学
				J811.1 导演
				J811.2 导演基本技术
				J811.3 排演组织
				J811.4 剧目导演计划
			J812 表演学
				J812.1 戏剧演员
				J812.2 表演基本技术
				J812.3 表演语言技巧
				J812.4 剧目角色设计
			J813 舞台美术（舞台设计）
				J813.1 设计基本技术
				J813.2 绘景技术
				J813.4 剧目设计图
			J814 舞台技术
				J814.1 布景技术
				J814.2 道具
				J814.4 灯光技术
				J814.5 舞台效果、音响技术
			J815 戏剧化装
			J816 戏剧服装
			J819 剧团组织和管理
				J819.1 演出组织和管理
				J819.2 剧场设备和管理
		J82 中国戏剧艺术
			J821 京剧艺术
				J821.1 导演艺术
				J821.2 表演艺术
				J821.3 舞台美术和技术
					J821.31 人物、景物造型
					J821.32 砌末（道具与布景）
					J821.33 戏台
					J821.34 灯光技术
					J821.35 舞台效果、音响技术
				J821.5 化装、服装和服饰
			J822 歌剧艺术
			J823 歌舞剧艺术
			J824 话剧艺术
			J825 地方剧艺术
			J826 曲艺艺术
			J827 其他剧艺术
			J828 杂技艺术
		J83 各国戏剧艺术
			J832 歌剧艺术
			J833 歌舞剧艺术
			J834 话剧艺术
			J835 地方剧艺术
			J837 杂剧艺术
			J838 杂技艺术
		J89 戏剧事业
			J891 世界
				J891.3 戏剧组织、机构
				J891.4 戏剧演出
				J891.7 戏剧评奖
			J892 中国
				J892.0 方针政策及其阐述
				J892.3 戏剧组织、机构
				J892.4 剧团和演出
					J892.49 节目单
				J892.6 戏剧对外交流
				J892.7 戏剧评奖
	J9 电影、电视艺术
		J90 电影、电视艺术理论
			J90-02 电影、电视艺术的哲学基础
			J90-05 电影、电视艺术与其他科学的关系
			J901 电影、电视美学
			J902 电影、电视艺术理论的基本问题
			J903 电影、电视工作者
			J904 电影、电视艺术创作方法
			J905 电影、电视的评论、欣赏
			J906 电影、电视造型艺术理论
			J909 电影、电视艺术史
				J909.8 电影、电视艺术流派
		J91 电影、电视艺术与技术
			J911 导演
			J912 表演、演员
			J913 美工
				J913.1 置景
				J913.2 道具
			J914 照明（灯光、自然光）
			J915 拟音（音响、效果）
			J916 特技
				J916.1 特技设计
				J916.2 特技合成
				J916.3 烟火
			J917 化妆
			J918 服装
		J92 电影、电视分镜头
			J922 中国
			J923 各国
		J93 电影、电视拍摄艺术与技术
			J931 拍摄技法
			J932 剪辑
			J933 录音
			J935 技术检查
			J939 摄影场地
		J94 电影、电视企业组织与管理
			J941 制片厂
				J941.1 生产组织与计划（制片业务）
				J941.2 财务管理
			J942 洗印厂
			J943 流通和放映
				J943.1 流通工作
					J943.11 国内外流通发行
					J943.12 影视宣传
					J943.13 观众研究
				J943.2 放映队、放映员
				J943.3 放映技术
			J945 影片保护
			J946 电影院
		J95 各种电影、电视：按内容分
			J951 艺术片
				J951.1 故事片
				J951.2 舞台艺术片
			J952 新闻片、纪录片、文献片
			J953 科教片
			J954 美术片
			J955 译制片
			J959 其他
		J96 各种电影、电视：按表现形式和技术分
			J961 无声与有声片
			J962 黑白影片与彩色影片
			J964 窄胶片与宽银幕片
			J965 环幕片与球幕片
			J966 全景电影
			J967 立体电影
			J968 白昼电影
			J969 其他
		J97 各种电影、电视：按题材分
			J971 各种电影、电视：依不同行业分
				J971.1 工业片
				J971.2 农业片
				J971.3 商业片
				J971.4 军事片
				J971.5 学生片
				J971.6 体育片
				J971.9 其他
			J972 各种电影、电视：依时代分
				J972.1 历史内容片（～1919年）
				J972.6 现代内容片（1919~1949年）
				J972.7 当代内容片（1949年~）
			J973 各种电影、电视：依年龄性别分
				J973.1 儿童片
				J973.2 青年片
				J973.3 妇女片
				J973.4 老年片
			J974 各种电影、电视：依思想类型分
				J974.1 政治片
